,ANO_BO,NUM_BO,BO_INICIADO,BO_EMITIDO,DATAOCORRENCIA,PERIDOOCORRENCIA,DATACOMUNICACAO,BO_AUTORIA,FLAGRANTE,LOGRADOURO,NUMERO,BAIRRO,CIDADE,UF,LATITUDE,LONGITUDE,DESCRICAOLOCAL,EXAME,SOLUCAO,DELEGACIA_NOME,DELEGACIA_CIRCUNSCRICAO,ESPECIE,RUBRICA,STATUS,PLACA_VEICULO,UF_VEICULO,CIDADE_VEICULO,DESCR_COR_VEICULO,DESCR_MARCA_VEICULO,ANO_FABRICACAO,ANO_MODELO,DESCR_TIPO_VEICULO
127851,2017,2862,2017-09-14 12:03:30,2017-09-14 12:20:20,2017-09-14 00:00:00,DE MADRUGADA,2017-09-14 00:00:00,Desconhecida,Não,RUA BITUVA,349.0,ELDORADO,DIADEMA,SP,"-237,228,981,096,666","-466,226,344,256,666",Via pública,IC,APRECIAÇÃO DO DELEGADO TITULAR,04º D.P. DIADEMA,04º D.P. DIADEMA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,EIP6753,SP,DIADEMA,Prata,VW/GOL 1.0,2009.0,2010.0,AUTOMOVEL
127870,2017,522,2017-09-14 12:07:20,2017-09-14 13:03:24,2017-09-14 00:00:00,PELA MANHÃ,2017-09-14 00:00:00,Conhecida,Não,RUA LIBERO DE MIRANDA,99.0,JACANA,S.PAULO,SP,"-234,646,644,566,994","-465,827,266,437,662",Via pública,IC,APRECIAÇÃO DO DELEGADO TITULAR,DEIC - 1ª DELEGACIA DA DIVECAR,73º D.P. JACANA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FFF0396,SP,S.PAULO,Prata,RENAULT/LOGAN EXP 1016V,2012.0,2013.0,AUTOMOVEL
127881,2017,2451,2017-09-14 13:12:06,2017-09-14 13:25:03,2017-12-08 00:00:00,PELA MANHÃ,2017-09-14 00:00:00,Desconhecida,Não,AVENIDA DOUTOR LAURO CORRÊA DA SILVA,1.0,SERTAOZINHO,LIMEIRA,SP,"-22,616,950,521","-47,425,254,646",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,04º D.P. LIMEIRA,04º D.P. LIMEIRA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CLS4402,SP,ITUPEVA,Verde,VW/GOL 16V,1997.0,1998.0,AUTOMOVEL
127940,2017,2931,2017-10-20 06:05:08,2017-10-20 06:14:39,2017-10-20 00:00:00,DE MADRUGADA,2017-10-20 00:00:00,Conhecida,Não,RUA CATARINA PRAVETO CAETANO,1.0,JARDIM SAO PAULO,ENGENHEIRO COELHO,SP,"-224,877,511,729,999","-472,082,028,099,999",Via pública,,BO PARA ADENDO,DEL.POL.ARTUR NOGUEIRA,DEL.POL.ENGENHEIRO COELHO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,DOP9351,SP,CONCHAL,Azul,HONDA/CG 150 TITAN KS,2005.0,2005.0,MOTOCICLO
127942,2017,14582,2017-10-20 04:06:22,2017-10-20 06:16:53,2017-10-20 00:00:00,DE MADRUGADA,2017-10-20 00:00:00,Conhecida,Sim,,0.0,,,,,,Condominio Residencial,,BO PARA FLAGRANTE,PLANTÃO DE SOROCABA - Z. NORTE,03º D.P. SOROCABA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FKK8200,SP,SOROCABA,Branco,I/CHEV SONIC LTZ HB AT,2013.0,2013.0,AUTOMOVEL
128012,2017,1510,2017-11-02 21:45:46,2017-11-02 22:08:26,2017-11-02 00:00:00,A TARDE,2017-11-02 00:00:00,Conhecida,Não,RUA CESAR ANTONIO BOSSO,0.0,JARDIM COLINA,S.PAULO,SP,"-23,628,249,351","-466,274,408,749,999",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,16º D.P. VILA CLEMENTINO,35º D.P. JABAQUARA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FZN0653,SP,S.PAULO,Preta,I/HYUNDAI I30 1.8,2014.0,2015.0,AUTOMOVEL
128058,2017,906,2017-12-02 01:52:19,2017-12-02 02:09:29,2017-11-02 00:00:00,A NOITE,2017-12-02 00:00:00,Desconhecida,Não,ESTRADA PEDREIRA ALVARENGA,120.0,ELDORADO,DIADEMA,SP,"-237,171,600,664,804","-466,262,337,951,611",Via pública,IC,ENCAMINHAMENTO DP ÁREA DO FATO,01º D.P. DIADEMA,04º D.P. DIADEMA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FGP4761,SP,DIADEMA,Vermelho,RENAULT/SANDERO EXP 16HP,2013.0,2013.0,AUTOMOVEL
128109,2017,698,2017-02-17 14:48:07,2017-02-17 15:24:27,2017-02-17 00:00:00,PELA MANHÃ,2017-02-17 00:00:00,Conhecida,Não,RUA ARACATI,248.0,PENHA,S.PAULO,SP,"-235,321,001,786,551","-465,472,545,264,827",Via pública,,BO PARA INVESTIGAÇÃO,21º D.P. VILA MATILDE,10º D.P. PENHA DE FRANCA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FGO6776,SP,S.PAULO,Branco,FORD/ECOSPORT TIT AT 2.0,2013.0,2013.0,CAMIONETA
128115,2017,839,2017-02-17 15:19:02,2017-02-17 15:29:10,2017-02-17 00:00:00,PELA MANHÃ,2017-02-17 00:00:00,Desconhecida,Não,AVENIDA ALEXANDRE DE GUSMÃO,120.0,ÁREA INDUSTRIAL 26,S.ANDRE,SP,"-236,636,452,766,925","-465,087,245,592,902",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,04º D.P. SANTO ANDRÉ,03º D.P. SANTO ANDRÉ,Localização e/ou Devolução,Entrega de veículo localizado/apreendido,Consumado,FWD5488,SP,MAUA,Vermelho,YAMAHA/XTZ250 TENERE,2014.0,2015.0,MOTOCICLO
128121,2017,97,2017-02-17 15:10:23,2017-02-17 15:37:34,2017-02-16 00:00:00,A NOITE,2017-02-17 00:00:00,Desconhecida,Não,ESTRADA SOUSAS/PEDREIRA,0.0,JD MARTINELLI,CAMPINAS,SP,"-22,879,898,934","-46,956,512,254",Via pública,,BO PARA INVESTIGAÇÃO,12º D.P. CAMPINAS,12º D.P. CAMPINAS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,EAV3640,SP,CAMPINAS,Preta,VW/FOX 1.0,2007.0,2008.0,AUTOMOVEL
128143,2017,1194,2017-02-17 15:57:42,2017-02-17 16:09:49,2017-02-17 00:00:00,PELA MANHÃ,2017-02-17 00:00:00,Desconhecida,Não,RUA CORNÉLIA,174.0,VILA PIRES,S.ANDRE,SP,"-236,766,655,916,666","-465,125,110,246,666",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,01º D.P. MAUA,03º D.P. SANTO ANDRÉ,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,EDV9452,SP,RIBEIRAO PRETO,Prata,VW/GOL 1.6 POWER,2008.0,2009.0,AUTOMOVEL
128158,2017,375,2017-02-17 16:17:00,2017-02-17 16:34:50,2017-02-17 00:00:00,A TARDE,2017-02-17 00:00:00,Desconhecida,Não,AVENIDA NOVA ZELÂNDIA,0.0,PARQUE CAPUAVA,S.ANDRE,SP,"-23,640,960,353","-46,488,017,934",Via pública,IC,APRECIAÇÃO DO DELEGADO TITULAR,05º D.P. SANTO ANDRÉ,05º D.P. SANTO ANDRÉ,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FHB1674,SP,S.ANDRE,Prata,VW/FOX 1.6 GII,2013.0,2013.0,AUTOMOVEL
128188,2017,4184,2017-09-06 00:15:45,2017-09-06 00:54:29,2017-08-06 00:00:00,A NOITE,2017-09-06 00:00:00,Ignorado,Não,RUA JACOME TELES DE MENEZES,901.0,ERMELINO MATARAZZO,S.PAULO,SP,"-234,985,611,965,862","-464,912,453,582,241",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,07º D.P. GUARULHOS,62º D.P. ERMELINO MATARAZZO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,AYP4593,SP,SANTANA DE PARNAIBA,Branco,VW/SAVEIRO CS ST MB,2014.0,2015.0,CAMINHONETE
128213,2017,2322,2017-08-06 23:46:10,2017-09-06 07:57:55,2017-08-06 00:00:00,A NOITE,2017-08-06 00:00:00,Conhecida,Sim,RUA GIÁCOMO GOBATO,45.0,PAULICÉIA,S.BERNARDO DO CAMPO,SP,"-236,692,431,728,235","-465,790,252,686,936",Via pública,IML,BO PARA FLAGRANTE,02º D.P. S.BERNARDO DO CAMPO,05º D.P. S.BERNARDO DO CAMPO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,BIB6819,SP,S.BERNARDO DO CAMPO,Cinza,GM/KADETT SL EFI,1992.0,1992.0,AUTOMOVEL
128252,2017,3640,2017-09-06 10:04:35,2017-09-06 10:13:20,2017-07-06 00:00:00,PELA MANHÃ,2017-09-06 00:00:00,Desconhecida,Não,RUA ONZE,75.0,VILA REAL,GUARULHOS,SP,"-234,284,655,682,608","-464,052,358,338,724",Via pública,IC,BO PARA INVESTIGAÇÃO,04º D.P. GUARULHOS,04º D.P. GUARULHOS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,BIY3212,SP,S.PAULO,Azul,IMP/FIAT TIPO 1.6IE,1993.0,1994.0,AUTOMOVEL
128289,2017,1577,2017-10-08 14:16:11,2017-10-08 14:24:46,2017-10-08 00:00:00,A TARDE,2017-10-08 00:00:00,Conhecida,Não,,0.0,,,,,,Residência,,BO PARA ADENDO,05º D.P. FRANCA,05º D.P. FRANCA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,DOY9355,SP,FRANCA,Azul,HONDA/CG 150 TITAN ES,2005.0,2006.0,MOTOCICLO
128297,2017,808,2017-10-08 14:14:55,2017-10-08 14:39:58,2017-10-08 00:00:00,DE MADRUGADA,2017-10-08 00:00:00,Desconhecida,Não,RUA ITENBECHE,60.0,CIDADE NOVA II,ITU,SP,"-2,338,616,009,875","-4,733,913,155",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,04º D.P. ITU,04º D.P. ITU,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,BGW4748,SP,OSASCO,Verde,FIAT/ELBA WEEKEND,1992.0,1992.0,AUTOMOVEL
128310,2017,5318,2017-10-08 14:41:28,2017-10-08 15:03:08,2017-10-08 00:00:00,PELA MANHÃ,2017-10-08 00:00:00,Desconhecida,Não,RUA JORGE TIBIRIÇÁ,51.0,VILA ANDIARA,FERRAZ DE VASCONCELOS,SP,"-23,540,555,749,436","-463,617,926,411,045",Via pública,IC,ENCAMINHAMENTO DP ÁREA DO FATO,53º D.P. PARQUE DO CARMO,DEL.POL.FERRAZ DE VASCONCELOS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FUO8925,SP,FERRAZ DE VASCONCELO,Prata,VW/SAVEIRO CE TL MB,2014.0,2015.0,CAMINHONETE
128334,2017,4348,2017-10-08 14:39:34,2017-10-08 15:20:09,2017-10-08 00:00:00,PELA MANHÃ,2017-10-08 00:00:00,Desconhecida,Não,RUA GILDO GERMANO,147.0,JARDIM PILAR,MAUA,SP,"-236,791,717,394,905","-464,594,333,069,811",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,02º D.P. SANTO ANDRÉ,02º D.P. MAUA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FOM5236,SP,MAUA,Preta,HYUNDAI/HB20S 1.6A PREM,2015.0,2015.0,AUTOMOVEL
128340,2017,3859,2017-10-08 04:57:26,2017-10-08 15:35:04,2017-10-08 00:00:00,DE MADRUGADA,2017-10-08 00:00:00,Desconhecida,Não,RUA BUENOS AÍRES,15.0,VILA S SILVESTRE DA CRUZ PRETA,BARUERI,SP,"-234,892,917,748,054","-468,899,453,361,348",Comércio e serviços,IC,BO PARA INVESTIGAÇÃO,DEL.POL.BARUERI,DEL.POL.BARUERI,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,BST7810,SP,BARUERI,Bege,VW/QUANTUM GL 2000 I,1994.0,1994.0,AUTOMOVEL
128483,2017,6740,2017-12-28 12:28:01,2017-12-28 12:52:14,2017-12-27 00:00:00,PELA MANHÃ,2017-12-28 00:00:00,Desconhecida,Não,RUA JABOTICABAL,256.0,JD ANTONIO PICOSSE0,POA,SP,"-2,352,104,184,275","-463,673,150,675",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,DEL.POL.SUZANO,DEL.POL.POA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,NYD0156,SP,POA,Preta,FORD/FIESTA FLEX,2012.0,2013.0,AUTOMOVEL
128527,2017,3397,2017-12-28 15:40:42,2017-12-28 15:55:55,2017-09-02 00:00:00,EM HORA INCERTA,2017-12-28 00:00:00,Ignorado,Não,,0.0,,,,,,Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,01º D.P. SÃO VICENTE,01º D.P. SÃO VICENTE,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,EKY1145,SP,PEDRO DE TOLEDO,Cinza,HONDA/CIVIC LXS FLEX,2009.0,2009.0,AUTOMOVEL
128545,2017,5346,2017-04-06 22:11:18,2017-04-06 22:59:12,2017-04-06 00:00:00,A NOITE,2017-04-06 00:00:00,Conhecida,Não,AVENIDA SAPOPEMBA,12000.0,SAPOPEMBA,S.PAULO,SP,"-236,130,479,407,989","-464,948,409,045,471",Via pública,IC,ENCAM FEBEM/V.INFAN.JUVENTUDE,69º D.P. TEOTONIO VILELA,69º D.P. TEOTONIO VILELA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,BAZ5646,PR,S.JOSE DOS PINHAIS,Vermelho,VW/NOVO GOL CL MCV,2016.0,2017.0,AUTOMOVEL
128595,2017,1289,2017-05-06 09:16:58,2017-05-06 09:36:18,2017-03-06 00:00:00,A NOITE,2017-05-06 00:00:00,Desconhecida,Não,RUA JOSÉ BONIFÁCIO,950.0,CENTRO,S.CARLOS,SP,"-22,011,135,406","-478,938,817,878,571",Via pública,,BO PARA INVESTIGAÇÃO,03º D.P. SÃO CARLOS,03º D.P. SÃO CARLOS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,BTM7951,SP,S.CARLOS,Vermelho,VW/GOL 1000I,1996.0,1996.0,AUTOMOVEL
128615,2017,1866,2017-05-06 09:19:42,2017-05-06 10:05:39,2017-03-06 00:00:00,DE MADRUGADA,2017-05-06 00:00:00,Desconhecida,Não,RUA HADOCK LÔBO,10.0,JARDIM BELA VISTA,S.ANDRE,SP,"-236,601,779,803,999","-465,392,235,880,666",Via pública,IC,ENCAMINHAMENTO DP ÁREA DO FATO,95º D.P. HELIÓPOLIS,01º D.P. SANTO ANDRÉ,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FKX4745,SP,S.BERNARDO DO CAMPO,Cinza,FIAT/PALIO ATTRACTIV 1.0,2013.0,2013.0,AUTOMOVEL
128643,2017,127,2017-07-08 11:35:58,2017-07-08 12:03:08,2017-06-07 00:00:00,A NOITE,2017-07-08 00:00:00,Desconhecida,Não,RODOVIA DÉLCIO C. DA SILVA-KM-14800,0.0,ZONA RURAL,S.JOSE DO RIO PRETO,SP,"-207,671,944,689,999","-49,407,820,542",Restaurante e afins,,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.POL.IPIGUA,04º D.P. S.JOSE RIO PRETO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CGB1837,SP,IPIGUA,Azul,FIAT/PALIO EL,1996.0,1996.0,AUTOMOVEL
128674,2017,1655,2017-07-08 12:27:33,2017-07-08 12:52:45,2017-07-28 00:00:00,A TARDE,2017-07-08 00:00:00,Conhecida,Não,RUA VALTER JOSÉ ALVES,485.0,MIRIM,PRAIA GRANDE,SP,"-240,283,317,828,958","-464,968,546,436,736",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,02º D.P. PRAIA GRANDE,DEL.POL.PRAIA GRANDE,Localização e/ou Devolução,Entrega de veículo localizado/apreendido,Consumado,ECR8803,SP,PRAIA GRANDE,Amarelo,HONDA/BIZ 125 KS,2008.0,2008.0,MOTONETA
128679,2017,1137,2017-07-08 12:34:49,2017-07-08 12:54:55,2017-05-08 00:00:00,A NOITE,2017-07-08 00:00:00,Desconhecida,Não,AVENIDA ASSEMBLÉIA,0.0,CIDADE ADEMAR,DIADEMA,SP,"-23,683,576,761","-4,663,356,054",Via pública,IC,ENCAMINHAMENTO DP ÁREA DO FATO,05º D.P. S.BERNARDO DO CAMPO,01º D.P. DIADEMA,Localização e/ou Devolução,Entrega de veículo localizado/apreendido,Consumado,GFE4141,SP,S.BERNARDO DO CAMPO,Branco,KASINSKI/COMET 250R,2011.0,2011.0,MOTOCICLO
128697,2017,2085,2017-07-08 12:35:45,2017-07-08 13:31:47,2017-07-27 00:00:00,A NOITE,2017-07-08 00:00:00,Desconhecida,Não,RUA PROFESSORA ANGELINA DE FELICE MENSAN,444.0,JARDIM RESIDENCIAL GRAMINHA II,LIMEIRA,SP,"-22,595,297,166","-474,283,376,669,999",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,04º D.P. LIMEIRA,02º D.P. LIMEIRA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,DLB0694,SP,LIMEIRA,Preta,GM/CELTA 5 PORTAS SUPER,2003.0,2003.0,AUTOMOVEL
128749,2017,7423,2017-07-18 21:58:28,2017-07-18 22:23:57,2017-07-14 00:00:00,DE MADRUGADA,2017-07-18 00:00:00,Desconhecida,Não,RUA BARREIRO GRANDE,175.0,VILA MEDEIROS,S.PAULO,SP,"-234,886,875,503,316","-465,771,952,505,135",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,73º D.P. JACANA,90º D.P. PQ. NOVO MUNDO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,EFW5515,SP,S.PAULO,Branco,FIAT/IDEA ELX FLEX,2010.0,2010.0,AUTOMOVEL
128768,2017,743,2017-07-18 19:56:06,2017-07-18 23:05:08,2017-07-18 00:00:00,A TARDE,2017-07-18 00:00:00,Conhecida,Sim,RUA PIRAPORÃ DO BOM JESUS,120.0,VILA MENCK,OSASCO,SP,"-235,023,195,778,532","-467,710,590,975,974",Via pública,IC-IML,BO PARA FLAGRANTE,07º D.P. OSASCO,07º D.P. OSASCO,Localização e/ou Devolução,Localização/Apreensão de objeto,Consumado,FAH9671,SP,S.PAULO,Vermelho,FIAT/PALIO WK ATTRAC 1.4,2012.0,2012.0,AUTOMOVEL
128781,2017,2835,2017-07-19 00:10:03,2017-07-19 00:46:50,2017-07-18 00:00:00,A NOITE,2017-07-19 00:00:00,Ignorado,Não,AVENIDA ALMERINDA VILLELA FERREIRA,0.0,PONTE GRANDE,MOGI DAS CRUZES,SP,"-23,533,296,445","-46,224,459,759",Area não ocupada,IC,BO PARA REGISTRO,02º D.P. MOGI DAS CRUZES,02º D.P. MOGI DAS CRUZES,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CCO5633,SP,MOGI DAS CRUZES,Azul,FORD/ESCORT 1.0 HOBBY,1995.0,1996.0,AUTOMOVEL
128791,2017,2989,2017-07-19 00:43:29,2017-07-19 04:09:05,2017-07-18 00:00:00,A NOITE,2017-07-19 00:00:00,Conhecida,Não,RUA SHIRO KIYOHARA,6.0,BONFIM,TAUBATE,SP,"-230,325,996,629,373","-45,617,982,504,307",Via pública,IC,APRECIAÇÃO DO DELEGADO TITULAR,DEL.SEC.TAUBATE PLANTÃO,04º D.P. TAUBATE,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,BHT4847,SP,S.JOSE DOS CAMPOS,Cinza,FIAT/FIORINO PICK UP LX,1992.0,1993.0,CAMIONETA
128796,2017,2991,2017-07-19 03:21:52,2017-07-19 04:54:32,2017-07-19 00:00:00,DE MADRUGADA,2017-07-19 00:00:00,Conhecida,Não,RUA JOSÉ FELIPE CURSINO DE MOURA,56.0,VILA APARECIDA,TAUBATE,SP,"-230,174,083,919,999","-4,556,941,474",Via pública,IC,APRECIAÇÃO DO DELEGADO TITULAR,DEL.SEC.TAUBATE PLANTÃO,02º D.P. TAUBATE,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CNV3191,SP,TAUBATE,Vermelho,GM/CORSA SUPER,1997.0,1997.0,AUTOMOVEL
128821,2017,6350,2017-07-19 09:23:53,2017-07-19 09:52:31,2017-07-18 00:00:00,EM HORA INCERTA,2017-07-19 00:00:00,Desconhecida,Não,RUA ROSA D'ÂNGELO PISAPIA,50.0,VILA YARA,OSASCO,SP,"-235,497,867,392,857","-467,601,757,108,571",Via pública,IC,ENCAMINHAMENTO DP ÁREA DO FATO,05º D.P. OSASCO,06º D.P. OSASCO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,AWV5146,SP,OSASCO,Cinza,VW/NOVO GOL 1.0 CITY,2013.0,2014.0,AUTOMOVEL
128838,2017,1635,2017-04-23 12:32:18,2017-04-23 12:55:36,2017-04-23 00:00:00,PELA MANHÃ,2017-04-23 00:00:00,Desconhecida,Não,RUA MARGARIDA GONÇALVES,21.0,ANCHIETA,S.BERNARDO DO CAMPO,SP,"-236,822,963,856,961","-465,618,086,010,827",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,02º D.P. S.BERNARDO DO CAMPO,02º D.P. S.BERNARDO DO CAMPO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,DNA2290,SP,S.BERNARDO DO CAMPO,Vermelho,FIAT/PALIO ELX FLEX,2004.0,2004.0,AUTOMOVEL
128844,2017,3405,2017-04-23 13:10:47,2017-04-23 13:17:14,2017-04-23 00:00:00,PELA MANHÃ,2017-04-23 00:00:00,Desconhecida,Não,AVENIDA MARIA LUIZA AMERICANO,0.0,PARQUE DO CARMO,S.PAULO,SP,"-23,574,320,514","-46,481,584,046",Via pública,IC,ENCAMINHAMENTO DP ÁREA DO FATO,63º D.P. VILA JACUI,53º D.P. PARQUE DO CARMO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,EYK1188,SP,S.PAULO,Amarelo,VW/GOL 1.6 RALLYE,2011.0,2012.0,AUTOMOVEL
128849,2017,3338,2017-04-23 13:19:33,2017-04-23 13:27:45,2017-04-22 00:00:00,A NOITE,2017-04-23 00:00:00,Desconhecida,Não,RUA JOÃO PESSINE,86.0,JARDIM METONÓPOLIS,CAMPINAS,SP,"-229,489,350,341,315","-471,853,700,148,444",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.SEC.2ª CAMPINAS-PLANTÃO,11º D.P. CAMPINAS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CAS0450,SP,CAMPINAS,Branco,GM/KADETT GL,1995.0,1995.0,AUTOMOVEL
128854,2017,1050,2017-04-23 13:31:24,2017-04-23 13:35:00,2017-04-21 00:00:00,DE MADRUGADA,2017-04-23 00:00:00,Desconhecida,Não,RUA VOLANS,270.0,SOLAR DO ITAMARACA,S.JOSE DOS CAMPOS,SP,"-232,262,411,853,191","-458,932,360,773,191",Via pública,,BO PARA ADENDO,DEL.SEC.POL.SJCAMPOS PL SUL,07º D.P. S.JOSE DOS CAMPOS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CBV3210,SP,S.JOSE DOS CAMPOS,Vermelho,FORD/ESCORT L,1994.0,1994.0,AUTOMOVEL
128866,2017,1812,2017-04-23 13:23:11,2017-04-23 13:44:48,2017-04-23 00:00:00,A TARDE,2017-04-23 00:00:00,Desconhecida,Não,RUA DOUTOR ASSIS CORRÊA,2.0,GONZAGA,SANTOS,SP,"-23,958,997,278","-46,330,579,674",Via pública,,BO PARA INVESTIGAÇÃO,07º D.P. SANTOS,07º D.P. SANTOS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,DQA4083,SP,SANTOS,Preta,I/CHEVROLET AGILE LT,2010.0,2010.0,AUTOMOVEL
128935,2017,17,2017-04-01 08:40:45,2017-04-01 10:10:25,2017-01-01 00:00:00,EM HORA INCERTA,2017-04-01 00:00:00,Desconhecida,Não,,0.0,,,,,,Residência,,APRECIAÇÃO DO DELEGADO TITULAR,DEL.POL.SÃO MANUEL,DEL.POL.SÃO MANUEL,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,ETT3755,SP,S.MANUEL,Prata,VW/NOVO GOL 1.0,2012.0,2013.0,AUTOMOVEL
128966,2017,60,2017-04-01 10:35:11,2017-04-01 11:39:18,2017-04-01 00:00:00,PELA MANHÃ,2017-04-01 00:00:00,Conhecida,Não,RUA ALBA,900.0,JABAQUARA,S.PAULO,SP,"-236,441,555,049,091","-466,580,088,012,181",Via pública,,ENCAM FEBEM/V.INFAN.JUVENTUDE,35º D.P. JABAQUARA,35º D.P. JABAQUARA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,GER8580,SP,S.PAULO,Marrom,HONDA/PCX 150 DLX,2016.0,2017.0,MOTONETA
128984,2017,59,2017-04-01 12:22:56,2017-04-01 12:44:07,2016-12-31 00:00:00,EM HORA INCERTA,2017-04-01 00:00:00,Desconhecida,Não,,0.0,,,,,,Residência,,BO PARA INVESTIGAÇÃO,03º D.P. SANTO ANDRÉ,03º D.P. SANTO ANDRÉ,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,DCH2718,SP,S.ANDRE,Cinza,FORD/FIESTA GL,2000.0,2001.0,AUTOMOVEL
129008,2017,29,2017-04-01 13:45:24,2017-04-01 13:49:05,2016-10-25 00:00:00,PELA MANHÃ,2017-04-01 00:00:00,Conhecida,Não,RUA ALAGOAS,320.0,JARDIM PAULISTA 2,MONTE ALTO,SP,"-212,770,193,689,062","-484,943,362,151,875",Via pública,,BO PARA ADENDO,DEL.POL.MONTE ALTO,DEL.POL.MONTE ALTO,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,BMY4549,SP,TAQUARITINGA,Branco,H/HONDA CG 125,1988.0,1988.0,MOTOCICLO
129016,2017,2136,2017-03-13 12:46:39,2017-03-13 13:04:49,2017-12-03 00:00:00,DE MADRUGADA,2017-03-13 00:00:00,Desconhecida,Não,RUA BENEDITA DE CAMARGO PENTEADO,0.0,JD LONDRES,CAMPINAS,SP,"-229,203,647,319,999","-471,126,370,069,999",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.SEC.2ª CAMPINAS-PLANTÃO,02º D.P. CAMPINAS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,DED6091,SP,GUARULHOS,Azul,FIAT/UNO MILLE FIRE,2001.0,2002.0,AUTOMOVEL
129022,2017,347,2017-03-13 12:02:38,2017-03-13 13:13:50,2017-03-13 00:00:00,PELA MANHÃ,2017-03-13 00:00:00,Desconhecida,Não,ESTRADA AGUA BRANCA,0.0,AREA RURAL,RIO DAS PEDRAS,SP,"-22,830,090,524","-475,991,473,409,999",Unidade rural,,APRECIAÇÃO DO DELEGADO TITULAR,DEL.POL.RIO DAS PEDRAS,DEL.POL.RIO DAS PEDRAS,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,DKJ4342,SP,RIO DAS PEDRAS,Preta,HONDA/CG 125 TITAN KS,2003.0,2004.0,MOTOCICLO
